protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
A0A6S8ESI5,tr|A0A6S8ESI5|A0A6S8ESI5_9STRA Coronin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11724 PE=3 SV=1;tr|A0A6S8EUC6|A0A6S8EUC6_9STRA Coronin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11723 PE=3 SV=1,2416859.783,2291922.959,2208484.325,2689852.639,2589604.659,2591427.281,2744913.027,2612733.35,2672118.818,2931484.327,2955276.746,2921846.602,2962278.598,2942000,2843604.332
A0A6S8ESI9,tr|A0A6S8ESI9|A0A6S8ESI9_9STRA Thioredoxin domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11743 PE=4 SV=1,26679.07605,116152.0973,125947.9247,24017.7071,96602.42895,121972.7844,19769.97457,78338.40975,96444.21557,17130.38366,66106.18348,89590.24279,18599.49101,76709,101346.832
A0A6S8EWL1,tr|A0A6S8EWL1|A0A6S8EWL1_9STRA Histone H3 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11869 PE=3 SV=1;tr|A0A6S8ESV8|A0A6S8ESV8_9STRA Histone H3 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11867 PE=3 SV=1;tr|A0A6S7ZJK3|A0A6S7ZJK3_9STRA Histo,145713.4528,1582104.586,1430427.21,115026.6308,922445.3131,804262.9161,73562.44108,849826.1042,695722.6988,77019.60573,751678.5779,622822.9912,82109.66016,762510,639208.0609
A0A6S8ESW0,tr|A0A6S8ESW0|A0A6S8ESW0_9STRA Zn(2)-C6 fungal-type domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11625 PE=4 SV=1,139288.7647,184652.0521,257102.5591,153895.6456,199135.6525,270300.8948,153670.832,204731.2745,256055.8263,149224.027,205283.9678,248100.3601,147059.7282,187840,223866.088
A0A6S8ESW6,tr|A0A6S8ESW6|A0A6S8ESW6_9STRA CTP synthase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11687 PE=3 SV=1,2280028.639,1778936.954,1576078.957,2719342.242,2196988.486,2053174.58,2512076.772,2119770.277,1797957.215,2391483.272,1992014.031,1714240.81,2209719.161,1894600,1562919.822
A0A6S8ESX0,tr|A0A6S8ESX0|A0A6S8ESX0_9STRA Phosphoglycerate kinase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11748 PE=3 SV=1,3045977.888,3131753.787,2947406.042,2826077.427,2821384.005,2736207.79,3264806.178,3321615.994,3221455.978,3936603.022,4008379.045,3951899.075,3846177.507,4031800,3901867.36
A0A6S8ESX9,tr|A0A6S8ESX9|A0A6S8ESX9_9STRA LsmAD domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11832 PE=4 SV=1,427724.0216,261876.7782,324347.3847,436102.5588,264048.058,339191.4878,408622.9679,262464.8158,317043.0361,407061.1066,258897.5789,325652.2447,418537.7439,272830,323711.0079
A0A6S8ET15,tr|A0A6S8ET15|A0A6S8ET15_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11807 PE=4 SV=1,219774.4677,174161.326,91849.08102,208792.1166,168569.5612,100458.257,242792.2392,190743.4836,103804.6609,240356.5007,186880.8419,129407.1826,252839.73,188730,117205.2569
A0A6S8ET78,tr|A0A6S8ET78|A0A6S8ET78_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11822 PE=4 SV=1,22429.19117,116266.6457,138890.9655,13182.71154,71686.4026,90238.52691,13898.35627,99028.52232,101843.6536,11444.38034,92199.03893,96899.11571,11663.1251,98119,102994.3986
A0A6S8ETB6,tr|A0A6S8ETB6|A0A6S8ETB6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11650 PE=4 SV=1,66317.60362,25942.35329,130122.3673,64350.32242,25501.80887,106661.7662,70251.08959,26672.70236,130753.145,65649.93371,23541.7014,108775.7302,71185.31959,28927,118972.2123
A0A6S8ETE6,tr|A0A6S8ETE6|A0A6S8ETE6_9STRA DNA-directed RNA polymerase subunit beta OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11768 PE=3 SV=1,194124.7585,272434.3242,499004.7022,182967.2408,278003.465,457364.9824,193894.9809,271105.4734,473958.4068,167165.6962,258576.3532,432816.6177,175992.6446,285700,451206.3923
A0A6S8ETE7,tr|A0A6S8ETE7|A0A6S8ETE7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11863 PE=3 SV=1,68737.07905,231970.095,115897.5004,68885.42256,207000.1376,115606.2773,74324.49052,236513.7828,116013.6996,74311.42923,232961.1915,113788.5711,74564.38736,248700,105647.2195
A0A6S8ETF6,tr|A0A6S8ETF6|A0A6S8ETF6_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11658 PE=4 SV=1;tr|A0A6S8ETE5|A0A6S8ETE5_9STRA VWFA domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM000,213965.5469,243835.4022,394768.4165,195232.6253,244589.5383,351200.5995,261591.2861,368739.0913,474016.3905,321140.7052,522395.9392,615976.2434,469454.2792,827090,904442.3956
A0A6S8ETN7,tr|A0A6S8ETN7|A0A6S8ETN7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12472 PE=4 SV=1,38065.86854,8814.309961,75949.8996,46887.89643,16160.70597,101584.8603,62499.01836,16543.17817,129326.7471,41660.39268,10957.94235,89466.19869,48994.23374,11958,100369.0371
A0A6S8ETT4,tr|A0A6S8ETT4|A0A6S8ETT4_9STRA HRDC domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11802 PE=4 SV=1,670260.0859,608758.0293,766997.1117,663716.4862,591052.5348,758815.2598,695822.4044,654568.5551,717768.0849,587394.1437,562818.571,608217.4066,604971.2019,579660,620535.6401
A0A6S8ETX0,tr|A0A6S8ETX0|A0A6S8ETX0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12495 PE=3 SV=1,3440668.441,4132525.145,4107515.405,3700172.17,4336108.145,4272942.625,3203568.104,3588003.978,3437619.049,2846561.982,3227800.513,3064010.869,3053192.951,3492800,3268270.576
A0A6S8ETY0,tr|A0A6S8ETY0|A0A6S8ETY0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11458 PE=4 SV=1,316433.601,106310.4789,194395.1712,461309.0118,205895.4612,342978.7925,474268.8667,219900.8594,367407.64,515160.5396,241810.4423,414672.1278,382323.8079,165070,292347.5492
A0A6S8ETZ2,tr|A0A6S8ETZ2|A0A6S8ETZ2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11818 PE=4 SV=1,801206.0197,834151.136,994084.5209,750295.6707,782313.5676,929136.1048,791325.2904,743561.5156,922461.9885,738036.4614,726312.1071,890831.2132,721748.6356,750630,929430.488
A0A6S8EU71,tr|A0A6S8EU71|A0A6S8EU71_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11467 PE=4 SV=1,738375.9483,1092982.835,1261407.658,719260.0106,1043969.849,1170744.571,746260.2087,986797.9624,1207451.659,671382.6347,939823.5986,1085677.739,689307.336,1003600,1164149.025
A0A6S8EU80,tr|A0A6S8EU80|A0A6S8EU80_9STRA DNA polymerase delta subunit 3 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11828 PE=4 SV=1,20763.89456,46152.51276,151720.5704,21678.00771,28252.3517,176241.5048,27848.79505,32509.02093,231377.9822,31539.75034,33659.27579,224860.3333,29484.47472,36218,196048.479
A0A6S8EU84,tr|A0A6S8EU84|A0A6S8EU84_9STRA Cytochrome b5 heme-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11905 PE=3 SV=1,1847956.1,2190833.979,2235822.387,1484100.068,1739409.234,1713635.523,1326294.958,1592515.805,1592695.072,1137259.031,1319719.658,1296382.451,1310920.868,1560700,1520536.769
A0A6S8EU89,tr|A0A6S8EU89|A0A6S8EU89_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11830 PE=4 SV=1,1969856.248,2434058.456,1875436.404,1959712.969,2385594.241,1860093.951,1629798.963,2081991.617,1651606.467,1521073.011,1869326.525,1454599.484,1599968.912,2008300,1548234.989
A0A6S8EU91,tr|A0A6S8EU91|A0A6S8EU91_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11911 PE=3 SV=1,320629.5382,209633.1533,354385.2217,287875.7883,204132.0328,327326.1978,284639.1697,232125.6461,347310.5047,266364.3336,190880.6204,330991.0054,321354.4054,231680,394377.2857
A0A6S8EUA9,tr|A0A6S8EUA9|A0A6S8EUA9_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11940 PE=3 SV=1,29075.11963,127225.1112,113492.6585,23951.28391,95522.07572,113854.0496,24274.83803,109151.2657,128862.8778,24130.78644,90197.07726,118177.5432,26806.52134,101000,117478.6574
A0A6S8EUB5,tr|A0A6S8EUB5|A0A6S8EUB5_9STRA N-acetyltransferase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11835 PE=4 SV=1,462348.6768,583003.7264,518992.115,560829.2649,712577.0709,645519.7178,613806.1487,795143.9162,703028.6395,645059.626,833332.0869,755550.1777,673677.0392,871510,803630.4257
A0A6S8EUE5,tr|A0A6S8EUE5|A0A6S8EUE5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11915 PE=3 SV=1,561765.1403,751552.1799,498267.3686,631020.2466,881511.4793,595901.2322,692807.1009,1033682.248,666742.4674,683347.6386,956744.9412,632150.6211,670809.6106,979400,639972.1497
A0A6S8EUE9,tr|A0A6S8EUE9|A0A6S8EUE9_9STRA 4F5 domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11840 PE=4 SV=1,254578.9487,127225.1112,117451.5728,249476.3167,136402.1959,127653.7414,376035.7605,195460.9727,159060.766,306222.3882,182839.6149,168031.11,306381.9304,190310,181769.569
A0A6S8EUF3,tr|A0A6S8EUF3|A0A6S8EUF3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11727 PE=4 SV=1,487606.0386,650329.5599,819926.3215,481493.6431,651738.793,775534.5321,467854.4938,737274.7591,777062.1719,495613.8088,742290.4968,807904.0844,489149.5778,710430,796550.6651
A0A6S8EUH7,tr|A0A6S8EUH7|A0A6S8EUH7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11846 PE=4 SV=1,175215.7951,48274.52223,81577.45661,165800.2835,63031.41521,96322.1847,177305.3292,69996.10677,107970.2068,187436.1639,77468.24853,113563.5892,206072.5325,81903,120105.2128
A0A6S8EUL3,tr|A0A6S8EUL3|A0A6S8EUL3_9STRA Lysine--tRNA ligase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11865 PE=3 SV=1,249979.7657,444667.4185,267345.8246,279555.712,496324.0018,265998.229,280395.8153,517499.8286,301201.9012,288741.8093,535939.2306,286322.9684,278236.1512,515980,294627.8768
A0A6S8EUP1,tr|A0A6S8EUP1|A0A6S8EUP1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12562 PE=4 SV=1,17359.73622,149743.4213,118370.4039,20456.05017,142047.1935,131848.5409,21818.73625,166991.3623,112816.4808,24523.58877,170985.3492,107649.6043,27175.91361,183620,116744.4158
A0A6S8EUR2,tr|A0A6S8EUR2|A0A6S8EUR2_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11861 PE=4 SV=1,194315.4829,188890.3436,86288.45122,144018.0601,136716.3699,38916.95276,120869.8121,109538.7392,22490.70062,122124.7522,111983.4355,25672.26412,119408.7211,115980,29388.76658
A0A6S8EUS0,tr|A0A6S8EUS0|A0A6S8EUS0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11808 PE=4 SV=1,156775.4689,153456.6992,91296.64799,157199.6264,92467.49352,57303.35824,219601.814,103484.4668,80977.65508,207023.7508,97612.21064,73654.22436,224485.9217,123730,95558.85915
A0A6S8EUU3,tr|A0A6S8EUU3|A0A6S8EUU3_9STRA AB hydrolase-1 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11870 PE=3 SV=1,343603.6562,483165.2331,421244.365,452845.782,633364.6804,573213.3595,469926.8296,681401.0903,623962.1257,444888.0287,640710.6303,565957.2845,429996.2133,688260,589434.837
A0A6S8EUX5,tr|A0A6S8EUX5|A0A6S8EUX5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11961 PE=4 SV=1,28679.5027,175220.8989,127093.6277,23037.39252,161536.1171,114343.0434,29930.45095,217944.1185,157599.5779,23837.78976,181989.9211,130051.7255,24994.41894,207690,151325.4048
A0A6S8EUZ0,tr|A0A6S8EUZ0|A0A6S8EUZ0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11878 PE=4 SV=1,2584751.76,2561875.401,2084498.843,3013608.399,3230620.996,2625225.38,2746941.504,2841730.149,2332102.657,2670588.875,2802849.954,2283141.102,2441868.427,2461600,2066024.56
A0A6S8EV05,tr|A0A6S8EV05|A0A6S8EV05_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11510 PE=3 SV=1,1283193.862,1853870.711,1280238.024,1303383.199,1685594.266,1228716.7,1069555.569,1405947.347,1053910.937,926674.9622,1230087.316,875289.2172,1100417.878,1454600,1067993.222
A0A6S8EV12,tr|A0A6S8EV12|A0A6S8EV12_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11883 PE=4 SV=1,128270.3428,133191.1747,204354.8468,138944.7031,146901.6888,208074.0405,118112.18,129203.0158,219734.864,134282.3635,136800.7139,213234.2392,125576.5037,136370,225453.9601
A0A6S8EV26,tr|A0A6S8EV26|A0A6S8EV26_9STRA G_PROTEIN_RECEP_F3_4 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11978 PE=4 SV=1,249767.2442,258955.7935,444544.1072,305334.7787,324035.0256,460157.5203,329172.4614,336569.1097,486749.6014,358179.6881,333463.3975,462222.366,341240.8658,328660,480922.2844
A0A6S8EV70,tr|A0A6S8EV70|A0A6S8EV70_9STRA Indole-3-glycerol phosphate synthase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11986 PE=3 SV=1,2086470.604,1565113.237,1813727.253,2334545.867,1708599.911,2097759.306,2643434.358,1950347.519,2491789.647,2648701.673,1937094.793,2410833.557,2554485.278,1889300,2364616.147
A0A6S8EV75,tr|A0A6S8EV75|A0A6S8EV75_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12607 PE=4 SV=1,573535.5613,318902.7997,330506.9562,567597.5583,339500.4949,337609.4491,562326.6941,328926.1962,294174.282,526104.1407,298998.9849,283525.8956,545800.9702,314830,295224.8212
A0A6S8EVB6,tr|A0A6S8EVB6|A0A6S8EVB6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11900 PE=3 SV=1,109737.3789,284442.8168,161135.7535,143880.6328,353314.0169,196688.1561,146116.1261,377660.6671,210202.3509,134813.493,331017.9371,190711.7224,123552.4364,310180,168433.8312
A0A6S8EVF2,tr|A0A6S8EVF2|A0A6S8EVF2_9STRA Profilin (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11530 PE=3 SV=1,353292.4565,170104.4029,164334.647,369885.5159,162468.5045,167504.3367,351918.8147,152877.6425,192772.4638,332031.7771,151846.5127,164139.5305,361762.6584,170470,186055.6298
A0A6S8EVF9,tr|A0A6S8EVF9|A0A6S8EVF9_9STRA AAA_31 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12633 PE=4 SV=1,211082.8836,216611.0611,364583.1128,257281.0408,235427.8186,405601.1565,240911.7863,262426.0685,457838.9504,288280.7189,276989.8412,468862.3737,332065.0944,333800,563002.1391
A0A6S8EVH3,tr|A0A6S8EVH3|A0A6S8EVH3_9STRA EF1_GNE domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12001 PE=3 SV=1,1363025.653,1204667.544,1525713.4,2008957.743,1703532.589,2161400.407,1815925.426,1502234.495,2023397.671,1661734.764,1348215.489,1868323.04,1471215.747,1254700,1649357.37
A0A6S8EVI5,tr|A0A6S8EVI5|A0A6S8EVI5_9STRA EF1_GNE domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12003 PE=3 SV=1,2378060.988,2225484.875,2534726.09,2687390.4,2475387.202,2800687.851,2701931.246,2563814.83,3040431.003,3129519.733,2983358.092,3353811.937,3056959.965,2986300,3227917.135
A0A6S8EVI9,tr|A0A6S8EVI9|A0A6S8EVI9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12004 PE=3 SV=1,3534450.36,3349109.413,2627630.126,3066002.548,2894961.532,2231992.89,2906149.53,2609924.168,2084860.347,2758838.075,2525974.097,1987016.217,2838304.481,2594100,2043101.895
A0A6S8EVK6,tr|A0A6S8EVK6|A0A6S8EVK6_9STRA HMG box domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11906 PE=4 SV=1,480707.264,439970.9333,639415.7094,338368.8603,315917.1745,447321.4338,366825.3788,318415.9794,460274.2639,326055.1117,301475.5317,389753.8573,321995.36,302850,403462.7794
A0A6S8EVL1,tr|A0A6S8EVL1|A0A6S8EVL1_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11943 PE=4 SV=1,382909.2335,446156.548,547271.6949,504358.1063,612152.867,700927.0267,480644.863,571959.2195,693716.4643,516386.2229,551358.0658,640177.004,488660.4282,520230,621645.9567
A0A6S8EVM8,tr|A0A6S8EVM8|A0A6S8EVM8_9STRA Deubiquitinating enzyme MINDY-3 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11871 PE=3 SV=1,263918.9958,211418.1995,235039.2687,257991.0818,182180.3903,212736.2605,264573.6954,168202.2167,197863.4289,233977.1108,157483.5063,194420.8842,245733.0051,182300,209431.9724
A0A6S8EVP2,tr|A0A6S8EVP2|A0A6S8EVP2_9STRA Pribosyltran_N domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11809 PE=3 SV=1,524246.9233,514885.5996,558581.2582,462465.6914,506357.301,501841.8422,450590.5105,476834.492,453119.0807,431224.5779,480854.1984,436659.5525,456905.0625,530510,495893.6499
A0A6S8EVP3,tr|A0A6S8EVP3|A0A6S8EVP3_9STRA T-complex protein 1 subunit gamma OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12657 PE=3 SV=1,4072184.224,4091860.456,3662846.519,3494088.516,3536585.949,3078503.429,3076431.943,3129913.513,2666784.322,2823332.364,2863053.874,2420319.282,3034020.536,3018200,2659029.124
A0A6S8EVQ8,tr|A0A6S8EVQ8|A0A6S8EVQ8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_11877 PE=4 SV=1,219981.5399,118385.7915,281298.4452,185990.6409,116477.4825,241764.2731,165847.1758,163852.8275,238405.6014,160961.404,108429.2282,200416.349,182025.4894,129680,236222.837
A0A6S8EVU9,tr|A0A6S8EVU9|A0A6S8EVU9_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12012 PE=4 SV=1,7128.188767,54613.82267,57498.40952,5663.72165,50716.80727,41601.62444,6150.670939,44829.70737,46055.25855,5863.43558,43940.57167,42415.78531,6043.527369,45589,51841.03926
A0A6S8EVW1,tr|A0A6S8EVW1|A0A6S8EVW1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12027 PE=4 SV=1,102146.5472,88425.65238,37653.92609,119172.3536,102572.7487,55908.28777,121763.4384,92070.46817,46675.68367,97395.13192,76854.811,44356.71063,91425.99177,84593,42658.84053
A0A6S8EVW3,tr|A0A6S8EVW3|A0A6S8EVW3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12670 PE=4 SV=1,522405.0704,584406.9445,567554.0411,535743.0607,625682.619,610487.1494,542721.7389,631911.0462,635686.421,584534.216,675724.2352,681281.8134,668279.5266,732430,735387.7422
A0A6S8EW60,tr|A0A6S8EW60|A0A6S8EW60_9STRA WD_REPEATS_REGION domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12688 PE=3 SV=1,1143420.112,1448082.936,1245526.627,764381.9666,909442.5628,697595.1573,750152.6914,836138.6052,631314.4534,674359.2942,777728.9487,579346.7505,750535.3694,871800,613933.4351
A0A6S8EW81,tr|A0A6S8EW81|A0A6S8EW81_9STRA Metallophos domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12054 PE=4 SV=1,157974.308,31369.08466,184378.7777,160795.6401,35147.96461,164304.304,204596.5672,41004.37592,195462.9055,232506.2908,35729.62745,201109.5366,277898.8067,39907,248663.1582
A0A6S8EWD2,tr|A0A6S8EWD2|A0A6S8EWD2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12049 PE=3 SV=1,2732590.428,2882324.604,2703518.77,2601956.443,2818242.265,2482602.197,2465915.217,2619611.004,2368980.263,2459304.416,2656847.678,2336771.933,2632018.297,2795900,2525194.19
A0A6S8EWE2,tr|A0A6S8EWE2|A0A6S8EWE2_9STRA WD_REPEATS_REGION domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12059 PE=4 SV=1,4669587.584,3920992.397,4783139.867,6026186.093,5323628.018,7418203.292,6382026.954,5725694.901,8119799.297,6855071.759,6148985.883,8823913.5,6861025.629,6255300,9137189.115
A0A6S8EYY8,tr|A0A6S8EYY8|A0A6S8EYY8_9STRA PCI domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12069 PE=4 SV=1;tr|A0A6S8EWH5|A0A6S8EWH5_9STRA PCI domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12068 PE=4 SV=,2888875.463,2725297.812,2288910.407,3512927.505,3292847.721,2833287.436,3056147.174,3002531.623,2463377.655,2829227.317,2745132.944,2230848.001,2858994.946,2792800,2312204.429
A0A6S8EWI5,tr|A0A6S8EWI5|A0A6S8EWI5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12058 PE=3 SV=1,169886.4101,261132.2135,171594.5472,162805.5141,241366.721,156633.8134,213741.1604,258037.9319,166737.8021,192992.595,223718.18,135962.062,189014.1437,255740,143732.272
A0A6S8EWL5,tr|A0A6S8EWL5|A0A6S8EWL5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12011 PE=4 SV=1;tr|A0A6S8EZ64|A0A6S8EZ64_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12010 PE=4 SV=1,461613.0255,332868.1612,697642.3776,419101.6594,298414.6414,589513.1519,420322.3456,287999.315,538888.5052,397226.457,279704.7167,492698.2987,427932.7892,317370,502925.6549
A0A6S8EWM6,tr|A0A6S8EWM6|A0A6S8EWM6_9STRA Mitochondrial import inner membrane translocase subunit OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12066 PE=3 SV=1,767039.1032,846617.8223,571909.9812,930268.1421,952008.0745,652902.5649,995159.8081,1063420.833,777027.3817,1039671.292,1088022.645,788336.7357,1005230.494,1038500,744735.8914
A0A6S8EWQ7,tr|A0A6S8EWQ7|A0A6S8EWQ7_9STRA Thioredoxin-like_fold domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12090 PE=4 SV=1,115655.2851,203447.5386,131234.0396,115381.6513,180183.8652,124909.1441,113868.8256,176436.0272,135496.2081,114227.8496,176715.6018,134539.2032,124789.3664,188070,143063.6943
A0A6S8EWX7,tr|A0A6S8EWX7|A0A6S8EWX7_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12103 PE=4 SV=1,212276.2735,358756.1039,564116.9321,209404.8132,322231.0587,523391.1265,243132.1462,331154.1685,557002.5994,196278.5936,290574.581,433059.8414,203368.1538,299280,448472.387
A0A6S8EWZ1,tr|A0A6S8EWZ1|A0A6S8EWZ1_9STRA CSD domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_12033 PE=4 SV=1,882345.635,480969.7218,294445.6707,1153472.944,665035.4481,477991.4108,962375.2354,540641.6793,385394.1701,1085663.6,618919.091,454864.8483,1086811.648,626740,481387.901
