#Accession	Name	No_orfs	Coverage	Abundance	Description
KOG3691	KOG3691	1	0.834012	0.000156	Exocyst complex subunit Sec8
KOG3692	KOG3692	1	0.600454	0.000112	Uncharacterized conserved protein
KOG3695	KOG3695	1	0.785454	0.000146	Uncharacterized conserved protein
KOG3696	KOG3696	5	2.173652	0.000406	Aspartyl beta-hydroxylase
KOG3699	KOG3699	1	0.402272	7.5e-05	Cytoskeletal protein Adducin
KOG3700	KOG3700	2	0.684848	0.000128	Predicted acyltransferase
KOG3702	KOG3702	1	0.155653	2.9e-05	Nuclear polyadenylated RNA binding protein
KOG3703	KOG3703	4	1.048109	0.000196	Heparan sulfate N-deacetylase/N-sulfotransferase
KOG3704	KOG3704	8	4.294444	0.000803	Heparan sulfate D-glucosaminyl 3-O-sulfotransferase
KOG3705	KOG3705	1	0.282758	5.2e-05	Glycoprotein 6-alpha-L-fucosyltransferase
KOG3706	KOG3706	2	0.982511	0.000183	Uncharacterized conserved protein
KOG3710	KOG3710	4	2.446428	0.000457	EGL-Nine (EGLN) protein
KOG3713	KOG3713	3	1.591194	0.000297	Voltage-gated K+ channel KCNB/KCNC
KOG3714	KOG3714	5	2.357664	0.000441	Meprin A metalloprotease
KOG3716	KOG3716	1	0.990837	0.000185	Carnitine O-acyltransferase CPTI
KOG3717	KOG3717	4	3.800653	0.00071	Carnitine O-acyltransferase CRAT
KOG3719	KOG3719	1	0.978056	0.000182	Carnitine O-acyltransferase CPT2/YAT1
KOG3720	KOG3720	4	2.423357	0.000453	Lysosomal & prostatic acid phosphatases
KOG3721	KOG3721	1	0.662251	0.000123	Mitochondrial endonuclease
KOG3723	KOG3723	1	0.123384	2.3e-05	PH domain protein Melted
KOG3724	KOG3724	1	0.306269	5.7e-05	Negative regulator of COPII vesicle formation
KOG3728	KOG3728	1	0.860389	0.00016	Uridine phosphorylase
KOG3729	KOG3729	2	1.156643	0.000216	Mitochondrial glycerol-3-phosphate acyltransferase GPAT
KOG3730	KOG3730	1	0.535508	0.0001	Acyl-CoA:dihydroxyactetone-phosphate acyltransferase DHAPAT
KOG3731	KOG3731	9	4.547134	0.00085	Sulfatases
KOG3733	KOG3733	2	1.222614	0.000228	Mucolipidin and related proteins (TRML subfamily of transient receptor potential proteins)
KOG3734	KOG3734	2	1.444852	0.00027	Predicted phosphoglycerate mutase
KOG3735	KOG3735	1	0.37677	7e-05	Tropomodulin and leiomodulin
KOG3739	KOG3739	1	0.118296	2.2e-05	Stress-activated MAP kinase-interacting protein, Sin1p
KOG3741	KOG3741	1	0.781679	0.000146	Poly(A) ribonuclease subunit
KOG3745	KOG3745	1	0.263433	4.9e-05	Exocyst subunit - Sec10p
KOG3751	KOG3751	1	0.229903	4.3e-05	Growth factor receptor-bound proteins (GRB7, GRB10, GRB14)
KOG3753	KOG3753	2	0.149012	2.7e-05	Circadian clock protein period
KOG3754	KOG3754	1	0.967187	0.00018	Gamma-glutamylcysteine synthetase
KOG3758	KOG3758	1	0.975572	0.000182	Uncharacterized conserved protein
KOG3762	KOG3762	2	0.563106	0.000105	Predicted transporter
KOG3764	KOG3764	1	0.359913	6.7e-05	Vesicular amine transporter
KOG3765	KOG3765	2	1.238341	0.000231	Predicted glycosyltransferase
KOG3767	KOG3767	4	3.878048	0.000725	Sideroflexin
KOG3770	KOG3770	1	0.289428	5.4e-05	Acid sphingomyelinase and PHM5 phosphate metabolism protein
KOG3771	KOG3771	7	2.13913	0.0004	Amphiphysin
KOG3772	KOG3772	1	0.316923	5.9e-05	M-phase inducer phosphatase
KOG3773	KOG3773	1	0.68644	0.000128	Adiponutrin and related vesicular transport proteins; predicted alpha/beta hydrolase
KOG3774	KOG3774	1	0.888099	0.000166	Uncharacterized conserved protein Lama
KOG3775	KOG3775	1	0.1639	3e-05	Mitogen-activated protein kinase scaffold protein JIP
KOG3776	KOG3776	3	1.988165	0.000371	Plasma membrane glycoprotein CD36 and related membrane receptors
KOG3780	KOG3780	3	1.538641	0.000287	Thioredoxin binding protein TBP-2/VDUP1
KOG3783	KOG3783	2	0.967032	0.00018	Uncharacterized conserved protein
KOG3784	KOG3784	2	0.437346	8.1e-05	Sorting nexin protein SNX27
KOG3785	KOG3785	1	0.937163	0.000175	Uncharacterized conserved protein
KOG3786	KOG3786	1	0.486075	9e-05	RNA polymerase II assessory factor Cdc73p
KOG3789	KOG3789	1	0.828282	0.000154	Nitrogen permease regulator NLRG/NPR2
KOG3794	KOG3794	1	0.225165	4.2e-05	CBF1-interacting corepressor CIR and related proteins
KOG3800	KOG3800	1	0.503333	9.4e-05	Predicted E3 ubiquitin ligase containing RING finger, subunit of transcription/repair factor TFIIH and CDK-activating kinase assembly factor
KOG3801	KOG3801	2	1.457446	0.000272	Uncharacterized conserved protein BCN92
KOG3808	KOG3808	1	0.972972	0.000182	Uncharacterized conserved protein
KOG3809	KOG3809	2	1.255574	0.000234	Microtubule-binding protein MIP-T3
KOG3810	KOG3810	1	0.392609	7.3e-05	Micronutrient transporters (folate transporter family)
KOG3817	KOG3817	1	0.462389	8.6e-05	Uncharacterized conserved protein
KOG3818	KOG3818	1	0.88	0.000164	DNA polymerase epsilon, subunit B
KOG3820	KOG3820	1	0.88937	0.000166	Aromatic amino acid hydroxylase
KOG3822	KOG3822	2	1.819767	0.00034	Succinyl-CoA:alpha-ketoacid-CoA transferase
KOG3823	KOG3823	1	0.331746	6.2e-05	Uncharacterized conserved protein
KOG3824	KOG3824	1	0.322033	6e-05	Huntingtin interacting protein HYPE
KOG3827	KOG3827	5	2.532499	0.000473	Inward rectifier K+ channel
KOG3830	KOG3830	1	0.734317	0.000137	Uncharacterized conserved protein
KOG3832	KOG3832	1	0.934169	0.000174	Predicted amino acid transporter
KOG3834	KOG3834	2	0.829004	0.000155	Golgi reassembly stacking protein GRASP65, contains PDZ domain
KOG3838	KOG3838	1	0.154929	2.8e-05	Mannose lectin ERGIC-53, involved in glycoprotein traffic
KOG3839	KOG3839	2	1.185185	0.000221	Lectin VIP36, involved in the transport of glycoproteins carrying high mannose-type glycans
KOG3843	KOG3843	1	1	0.000187	Predicted serine hydroxymethyltransferase SLA/LP (autoimmune hepatitis marker in humans)
KOG3844	KOG3844	2	1.197478	0.000224	Predicted component of NuA3 histone acetyltransferase complex
KOG3846	KOG3846	1	0.913978	0.00017	L-kynurenine hydrolase
KOG3847	KOG3847	1	0.884711	0.000165	Phospholipase A2 (platelet-activating factor acetylhydrolase in humans)
KOG3850	KOG3850	2	0.734065	0.000137	Predicted membrane protein
KOG3851	KOG3851	3	1.690582	0.000316	Sulfide:quinone oxidoreductase/flavo-binding protein
KOG3854	KOG3854	1	0.30297	5.6e-05	SPRT-like metalloprotease
KOG3855	KOG3855	3	0.392931	7.3e-05	Monooxygenase involved in coenzyme Q (ubiquinone) biosynthesis
KOG3856	KOG3856	1	0.837037	0.000156	Uncharacterized conserved protein
KOG3857	KOG3857	2	1.769892	0.000331	Alcohol dehydrogenase, class IV
KOG3860	KOG3860	2	0.890688	0.000166	Acyltransferase required for palmitoylation of Hedgehog (Hh) family of secreted signaling proteins
KOG3861	KOG3861	1	0.949771	0.000177	Sensory cilia assembly protein
KOG3867	KOG3867	39	26.422348	0.004942	Sulfatase
KOG3870	KOG3870	1	0.735023	0.000137	Uncharacterized conserved protein
KOG3871	KOG3871	1	0.962138	0.000179	Cell adhesion complex protein bystin
KOG3873	KOG3873	3	1.293838	0.000242	Sphingomyelinase family protein
KOG3875	KOG3875	1	0.212707	3.9e-05	Peroxisomal biogenesis protein peroxin
KOG3878	KOG3878	1	0.294243	5.5e-05	Protein involved in maintenance of Golgi structure and ER-Golgi transport
KOG3879	KOG3879	2	0.868913	0.000162	Predicted membrane protein
KOG3880	KOG3880	3	1.440097	0.000269	Predicted small molecule transporter involved in cellular pH homeostasis (Batten disease protein in human)
KOG3881	KOG3881	1	0.854368	0.000159	Uncharacterized conserved protein
KOG3882	KOG3882	7	4.945147	0.000925	Tetraspanin family integral membrane protein
KOG3886	KOG3886	1	0.99322	0.000185	GTP-binding protein
KOG3887	KOG3887	1	0.887608	0.000166	Predicted small GTPase involved in nuclear protein import
KOG3888	KOG3888	1	0.926289	0.000173	Gamma-butyrobetaine,2-oxoglutarate dioxygenase
KOG3889	KOG3889	2	1.145552	0.000214	Predicted gamma-butyrobetaine,2-oxoglutarate dioxygenase
KOG3892	KOG3892	1	0.970515	0.000181	N-acetyl-glucosamine-6-phosphate deacetylase
KOG3893	KOG3893	1	0.943209	0.000176	Mannosyltransferase
KOG3894	KOG3894	1	0.762658	0.000142	SNARE protein Syntaxin 18/UFE1
KOG3896	KOG3896	1	0.859688	0.00016	Dynactin, subunit p62
KOG3901	KOG3901	1	0.651376	0.000121	Transcription initiation factor IID subunit
KOG3903	KOG3903	1	0.09756	1.8e-05	Mitotic checkpoint protein PRCC
KOG3904	KOG3904	1	0.636363	0.000119	Predicted hydrolase RP2 (NUDIX/MutT superfamily)
KOG3905	KOG3905	1	0.877378	0.000164	Dynein light intermediate chain
KOG3907	KOG3907	1	0.993399	0.000185	ZIP-like zinc transporter proteins
KOG3908	KOG3908	2	1.868686	0.000349	Queuine-tRNA ribosyltransferase
KOG3909	KOG3909	1	0.698067	0.00013	Queuine-tRNA ribosyltransferase
KOG3911	KOG3911	1	0.436507	8.1e-05	Nucleolar protein NOP52/RRP1
KOG3912	KOG3912	1	0.637096	0.000119	Predicted integral membrane protein
KOG3916	KOG3916	1	0.424731	7.9e-05	UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase
KOG3918	KOG3918	1	0.759689	0.000142	Predicted membrane protein
KOG3920	KOG3920	2	0.761658	0.000142	Uncharacterized conserved protein, contains PA domain
KOG3922	KOG3922	1	0.67036	0.000125	Sulfotransferases
KOG3923	KOG3923	2	1.549707	0.000289	D-aspartate oxidase
KOG3924	KOG3924	3	1.081145	0.000202	Putative protein methyltransferase involved in meiosis and transcriptional silencing (Dot1)
KOG3928	KOG3928	1	0.672451	0.000125	Mitochondrial ribosome small subunit component, mediator of apoptosis DAP3
KOG3929	KOG3929	1	0.862258	0.000161	Uncharacterized conserved protein
KOG3934	KOG3934	2	0.426426	7.9e-05	Histone mRNA stem-loop binding protein
KOG3935	KOG3935	1	0.80269	0.00015	Predicted glycerate kinase
KOG3937	KOG3937	1	0.32345	6e-05	mRNA splicing factor
KOG3938	KOG3938	1	0.290419	5.4e-05	RGS-GAIP interacting protein GIPC, contains PDZ domain
KOG3939	KOG3939	1	0.939102	0.000175	Selenophosphate synthetase
KOG3940	KOG3940	2	0.903133	0.000168	Uncharacterized conserved protein
KOG3943	KOG3943	1	0.927835	0.000173	THUMP domain-containing proteins
KOG3944	KOG3944	1	0.487972	9.1e-05	Uncharacterized conserved protein
KOG3945	KOG3945	2	1.778523	0.000332	Uncharacterized conserved protein
KOG3947	KOG3947	3	2.262295	0.000423	Phosphoesterases
KOG3948	KOG3948	2	0.441734	8.2e-05	Mediator of U snRNA nuclear export PHAX
KOG3951	KOG3951	1	0.931464	0.000174	Uncharacterized conserved protein
KOG3953	KOG3953	1	0.520661	9.7e-05	SOCS box protein SSB-1, contains SPRY domain
KOG3954	KOG3954	1	0.991071	0.000185	Electron transfer flavoprotein, alpha subunit
KOG3955	KOG3955	2	1.227146	0.000229	Heparan sulfate 6-O-sulfotransferase
KOG3957	KOG3957	8	6.297157	0.001177	Predicted L-carnitine dehydratase/alpha-methylacyl-CoA racemase
KOG3958	KOG3958	1	0.754716	0.000141	Putative dynamitin
KOG3959	KOG3959	1	0.535947	0.0001	2-Oxoglutarate- and iron-dependent dioxygenase-related proteins
KOG3961	KOG3961	3	2.286259	0.000427	Uncharacterized conserved protein
KOG3966	KOG3966	1	0.616666	0.000115	p53-mediated apoptosis protein EI24/PIG8
KOG3968	KOG3968	2	1.767653	0.00033	Atrazine chlorohydrolase/guanine deaminase
KOG3969	KOG3969	1	0.177419	3.3e-05	Uncharacterized conserved protein
KOG3972	KOG3972	1	0.789682	0.000147	Predicted membrane protein
KOG3974	KOG3974	1	0.947712	0.000177	Predicted sugar kinase
KOG3975	KOG3975	1	0.906976	0.000169	Uncharacterized conserved protein
KOG3976	KOG3976	1	0.558704	0.000104	Mitochondrial F1F0-ATP synthase, subunit b/ATP4
KOG3978	KOG3978	1	0.63113	0.000118	Predicted membrane protein
KOG3980	KOG3980	2	1.947368	0.000364	RNA 3'-terminal phosphate cyclase
KOG3981	KOG3981	1	0.656441	0.000122	Deoxyribose-phosphate aldolase
KOG3984	KOG3984	2	1.860139	0.000347	Purine nucleoside phosphorylase
KOG3985	KOG3985	1	0.738515	0.000138	Methylthioadenosine phosphorylase MTAP
KOG3987	KOG3987	2	1.392361	0.00026	Uncharacterized conserved protein DREV/CGI-81
KOG3988	KOG3988	2	1.333333	0.000249	Protein-tyrosine sulfotransferase TPST1/TPST2
KOG3989	KOG3989	1	0.691964	0.000129	Beta-2-glycoprotein I
KOG3991	KOG3991	1	0.886718	0.000165	Uncharacterized conserved protein
KOG3992	KOG3992	1	0.369426	6.9e-05	Uncharacterized conserved protein
KOG3994	KOG3994	1	0.498281	9.3e-05	Uncharacterized conserved protein
KOG3995	KOG3995	1	0.842293	0.000157	3-hydroxyanthranilate oxygenase HAAO
KOG3996	KOG3996	2	1.578125	0.000295	Holocytochrome c synthase/heme-lyase
KOG3999	KOG3999	1	0.767605	0.000143	Checkpoint 9-1-1 complex, HUS1 component
KOG4001	KOG4001	3	2.401544	0.000449	Axonemal dynein light chain
KOG4003	KOG4003	2	1.547085	0.000289	Pyrazinamidase/nicotinamidase PNC1
KOG4005	KOG4005	2	0.438356	8.2e-05	Transcription factor XBP-1
KOG4008	KOG4008	1	0.75862	0.000141	rRNA processing protein RRP7
KOG4009	KOG4009	1	0.339743	6.3e-05	NADH-ubiquinone oxidoreductase, subunit NDUFB10/PDSW
KOG4011	KOG4011	1	0.60909	0.000113	Transcription initiation factor TFIID, subunit TAF7
KOG4014	KOG4014	1	0.903225	0.000168	Uncharacterized conserved protein (contains TPR repeat)
KOG4015	KOG4015	3	1.887218	0.000353	Fatty acid-binding protein FABP
KOG4017	KOG4017	1	0.408759	7.6e-05	DNA excision repair protein XPA/XPAC/RAD14
KOG4018	KOG4018	2	1.381395	0.000258	Uncharacterized conserved protein, contains RWD domain
KOG4020	KOG4020	1	0.466926	8.7e-05	Protein DRE2, required for cell viability
KOG4022	KOG4022	1	0.877118	0.000164	Dihydropteridine reductase DHPR/QDPR
KOG4023	KOG4023	1	0.916666	0.000171	Uncharacterized conserved protein
KOG4027	KOG4027	2	1.893048	0.000354	Uncharacterized conserved protein
KOG4028	KOG4028	2	1.965714	0.000367	Uncharacterized conserved protein
KOG4030	KOG4030	2	1.461928	0.000273	Uncharacterized conserved protein, contains SPRY domain
KOG4031	KOG4031	2	1.101851	0.000206	Vesicle coat protein clathrin, light chain
KOG4032	KOG4032	1	0.548913	0.000102	Uncharacterized conserved protein
KOG4033	KOG4033	1	0.808917	0.000151	Uncharacterized conserved protein
KOG4035	KOG4035	1	0.265206	4.9e-05	Coeffector of mDia Rho GTPase, regulates actin polymerization and cell adhesion turnover
KOG4037	KOG4037	1	0.75	0.00014	Photoreceptor synaptic vesicle protein HRG4/UNC-119
KOG4038	KOG4038	1	0.873333	0.000163	cGMP-phosphodiesterase, delta subunit
KOG4039	KOG4039	3	1.403361	0.000262	Serine/threonine kinase TIP30/CC3
KOG4042	KOG4042	2	1.378947	0.000257	Dynactin subunit p27/WS-3, involved in transport of organelles along microtubules
KOG4044	KOG4044	1	0.925373	0.000173	Mitochondrial associated endoribonuclease MAR1 (isochorismatase superfamily)
KOG4055	KOG4055	1	0.610328	0.000114	Uncharacterized conserved protein
KOG4058	KOG4058	1	0.718592	0.000134	Uncharacterized conserved protein
KOG4059	KOG4059	2	1.512953	0.000283	Uncharacterized conserved protein
KOG4062	KOG4062	2	0.853932	0.000159	6-O-methylguanine-DNA methyltransferase MGMT/MGT1, involved in DNA repair
KOG4064	KOG4064	1	0.765306	0.000143	Cysteine dioxygenase CDO1
KOG4068	KOG4068	1	0.948275	0.000177	Uncharacterized conserved protein
KOG4070	KOG4070	2	0.594444	0.000111	Putative signal transduction protein p25
KOG4071	KOG4071	1	0.86631	0.000162	Uncharacterized conserved protein
KOG4073	KOG4073	2	1.826923	0.000341	Pterin carbinolamine dehydratase PCBD/dimerization cofactor of HNF1
KOG4080	KOG4080	1	0.3125	5.8e-05	Mitochondrial ribosomal protein L32
KOG4081	KOG4081	3	2.321739	0.000434	Dynein light chain
KOG4083	KOG4083	1	0.755208	0.000141	Head-elevated expression protein
KOG4086	KOG4086	1	0.730769	0.000136	Transcriptional regulator SOH1
KOG4089	KOG4089	1	0.363636	6.8e-05	Predicted mitochondrial ribosomal protein L23
KOG4090	KOG4090	1	0.528662	9.8e-05	Uncharacterized conserved protein
KOG4097	KOG4097	1	0.561797	0.000105	Succinate dehydrogenase membrane anchor subunit and related proteins
KOG4098	KOG4098	1	0.642857	0.00012	Molecular chaperone Prefoldin, subunit 2
KOG4100	KOG4100	1	0.76	0.000142	Uncharacterized conserved protein
KOG4102	KOG4102	1	0.462809	8.6e-05	Uncharacterized conserved protein
KOG4105	KOG4105	1	0.22695	4.2e-05	6-pyruvoyl tetrahydrobiopterin synthase
KOG4107	KOG4107	1	1	0.000187	MP1 adaptor interacting protein P14
KOG4108	KOG4108	3	1.908045	0.000356	Dynein light chain
KOG4109	KOG4109	3	1.025862	0.000191	Histone H3 (Lys4) methyltransferase complex, subunit CPS25/DPY-30
KOG4111	KOG4111	1	0.323529	6e-05	Translocase of outer mitochondrial membrane complex, subunit TOM22
KOG4112	KOG4112	1	0.782178	0.000146	Signal peptidase subunit
KOG4114	KOG4114	1	0.958904	0.000179	Cytochrome c oxidase assembly protein PET191
KOG4115	KOG4115	3	2.762886	0.000516	Dynein-associated protein Roadblock
KOG4117	KOG4117	1	0.712328	0.000133	Heat shock factor binding protein
KOG4120	KOG4120	1	0.514084	9.6e-05	G/T mismatch-specific thymine DNA glycosylase
KOG4122	KOG4122	1	1	0.000187	Mitochondrial/chloroplast ribosomal protein L36
KOG4123	KOG4123	1	0.752727	0.00014	Putative alpha 1,2 mannosyltransferase
KOG4129	KOG4129	2	1.185676	0.000221	Exopolyphosphatases and related proteins
KOG4130	KOG4130	1	0.94158	0.000176	Prenyl protein protease
KOG4131	KOG4131	1	0.944852	0.000176	Ngg1-interacting factor 3 protein NIF3L1
KOG4132	KOG4132	1	0.946153	0.000176	Uroporphyrinogen III synthase UROS/HEM4
KOG4133	KOG4133	1	0.317241	5.9e-05	tRNA splicing endonuclease
KOG4134	KOG4134	1	0.395256	7.3e-05	DNA-dependent RNA polymerase I
KOG4135	KOG4135	1	0.81081	0.000151	Predicted phosphoglucosamine acetyltransferase
KOG4137	KOG4137	1	0.686274	0.000128	Uncharacterized conserved protein
KOG4138	KOG4138	1	0.489583	9.1e-05	Unchracterized conserved protein (estrogen up-regulated protein E2IG2 in human)
KOG4141	KOG4141	1	0.662162	0.000123	DNA repair and recombination protein RAD52/RAD22
KOG4144	KOG4144	3	2.678947	0.000501	Arylalkylamine N-acetyltransferase
KOG4145	KOG4145	1	0.95	0.000177	Allantoicase
KOG4148	KOG4148	1	0.754716	0.000141	Uncharacterized conserved protein
KOG4150	KOG4150	1	0.464216	8.6e-05	Predicted ATP-dependent RNA helicase
KOG4151	KOG4151	1	0.272727	5.1e-05	Myosin assembly protein/sexual cycle protein and related proteins
KOG4154	KOG4154	1	0.94382	0.000176	Arginine-rich protein
KOG4156	KOG4156	1	0.130173	2.4e-05	Claspin, protein mediating phosphorylation and activation of Chk1 protein kinase in the DNA replication checkpoint response
KOG4157	KOG4157	5	1.650717	0.000308	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain
KOG4159	KOG4159	2	0.753768	0.000141	Predicted E3 ubiquitin ligase
KOG4162	KOG4162	1	0.107634	2e-05	Predicted calmodulin-binding protein
KOG4163	KOG4163	2	1.087114	0.000203	Prolyl-tRNA synthetase
KOG4164	KOG4164	1	0.3501	6.5e-05	Cyclin ik3-1/CABLES
KOG4165	KOG4165	1	0.983833	0.000184	Gamma-glutamyl phosphate reductase
KOG4166	KOG4166	2	1.825185	0.000341	Thiamine pyrophosphate-requiring enzyme
KOG4167	KOG4167	1	0.048511	9e-06	Predicted DNA-binding protein, contains SANT and ELM2 domains
KOG4168	KOG4168	1	0.751677	0.00014	Predicted RNA polymerase III subunit C17
KOG4170	KOG4170	1	0.725663	0.000135	2-enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase/Peroxisomal 3-ketoacyl-CoA-thiolase, sterol-binding domain and related enzymes
KOG4171	KOG4171	5	1.187779	0.000222	Adenylate/guanylate kinase
KOG4172	KOG4172	1	0.806451	0.00015	Predicted E3 ubiquitin ligase
KOG4174	KOG4174	5	3.205673	0.000599	Uncharacterized conserved protein
KOG4175	KOG4175	1	0.970149	0.000181	Tryptophan synthase alpha chain
KOG4176	KOG4176	1	0.334365	6.2e-05	Uncharacterized conserved protein
KOG4177	KOG4177	63	9.669291	0.001808	Ankyrin
KOG4178	KOG4178	6	4.677018	0.000874	Soluble epoxide hydrolase
KOG4179	KOG4179	5	1.748239	0.000327	Lysyl hydrolase/glycosyltransferase family 25
KOG4180	KOG4180	1	0.93924	0.000175	Predicted kinase
KOG4181	KOG4181	1	0.431771	8e-05	Uncharacterized conserved protein
KOG4182	KOG4182	1	0.954106	0.000178	Uncharacterized conserved protein
KOG4183	KOG4183	1	0.924939	0.000173	RNA polymerase I 49 kDa subunit
KOG4184	KOG4184	1	0.874476	0.000163	Predicted sugar kinase
KOG4186	KOG4186	3	2.072961	0.000387	Peroxisomal biogenesis protein (peroxin)
KOG4189	KOG4189	1	0.741626	0.000138	Uncharacterized conserved protein
KOG4192	KOG4192	1	0.738805	0.000138	Uncharacterized conserved protein
KOG4193	KOG4193	2	0.737704	0.000137	G protein-coupled receptors
KOG4194	KOG4194	4	0.47079	8.8e-05	Membrane glycoprotein LIG-1
KOG4195	KOG4195	1	0.407272	7.6e-05	Transient receptor potential-related channel 7
KOG4198	KOG4198	2	1.164285	0.000217	RNA-binding Ran Zn-finger protein and related proteins
KOG4199	KOG4199	50	18.338394	0.00343	Uncharacterized conserved protein
KOG4201	KOG4201	1	0.920415	0.000172	Anthranilate synthase component II
KOG4202	KOG4202	1	0.947136	0.000177	Phosphoribosylanthranilate isomerase
KOG4203	KOG4203	3	1.215644	0.000227	Armadillo/beta-Catenin/plakoglobin
KOG4204	KOG4204	3	1.454545	0.000272	Histone deacetylase complex, SIN3 component
KOG4205	KOG4205	3	1.572347	0.000294	RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1
