#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
131831	131831	KOG4698	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3405	3405	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4948	4948	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4950	4950	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
5066	5066	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
8277	8277	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
9593	9593	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10361	10361	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
11877	11877	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
12948	12948	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
29522	29522	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
29848	29848	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
31699	31699	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
34955	34955	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
36402	36402	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
38129	38129	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
39329	39329	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
48498	48498	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
129129	129129	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
129654	129654	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
139740	139740	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
150575	150575	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
2668	2668	KOG4705	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
6332	6332	KOG4707	Mitochondrial/chloroplast ribosomal protein L20	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
141713	141713	KOG4708	Mitochondrial ribosomal protein MRP17	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
142075	142075	KOG4709	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
142478	142478	KOG4712	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45281	45281	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Transcription 	INFORMATION STORAGE AND PROCESSING
64491	64491	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Transcription 	INFORMATION STORAGE AND PROCESSING
70235	70235	KOG0025	Zn2+-binding dehydrogenase (nuclear receptor binding factor-1)	Transcription 	INFORMATION STORAGE AND PROCESSING
43936	43936	KOG4716	Thioredoxin reductase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
75192	75192	KOG4716	Thioredoxin reductase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
65440	65440	KOG4717	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
139433	139433	KOG0010	Ubiquitin-like protein	General function prediction only 	POORLY CHARACTERIZED
141650	141650	KOG0010	Ubiquitin-like protein	General function prediction only 	POORLY CHARACTERIZED
6297	6297	KOG4720	Ethanolamine kinase	Lipid transport and metabolism 	METABOLISM
47503	47503	KOG4720	Ethanolamine kinase	Lipid transport and metabolism 	METABOLISM
38273	38273	KOG4722	Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
40194	40194	KOG4725	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
41268	41268	KOG4725	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
139439	139439	KOG4725	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
141780	141780	KOG4725	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
32132	32132	KOG4726	Ultrahigh sulfur keratin-associated protein	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
68431	68431	KOG4726	Ultrahigh sulfur keratin-associated protein	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
73881	73881	KOG4726	Ultrahigh sulfur keratin-associated protein	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
66398	66398	KOG4727	U1-like Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
41622	41622	KOG4730	"D-arabinono-1, 4-lactone oxidase"	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
117814	117814	KOG4730	"D-arabinono-1, 4-lactone oxidase"	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
139433	139433	KOG0010	Ubiquitin-like protein	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
141650	141650	KOG0010	Ubiquitin-like protein	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
28829	28829	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
34773	34773	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
47238	47238	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
47485	47485	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
110557	110557	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
110565	110565	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
137494	137494	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
141237	141237	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
41657	41657	KOG4749	Inositol polyphosphate kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
42998	42998	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
81326	81326	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
28907	28907	KOG4751	DNA recombinational repair protein BRCA2	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
137704	137704	KOG4754	Predicted phosphoglycerate mutase	Carbohydrate transport and metabolism 	METABOLISM
138545	138545	KOG4754	Predicted phosphoglycerate mutase	Carbohydrate transport and metabolism 	METABOLISM
138550	138550	KOG4755	Predicted pyroglutamyl peptidase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
148357	148357	KOG4756	Mitochondrial ribosomal protein L27	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
47381	47381	KOG4758	Predicted membrane protein	General function prediction only 	POORLY CHARACTERIZED
46459	46459	KOG4759	Ribosome recycling factor	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
137795	137795	KOG4763	Ubiquinol-cytochrome c reductase hinge protein	Energy production and conversion 	METABOLISM
44373	44373	KOG4764	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2557	2557	KOG4765	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
85164	85164	KOG4770	NADH dehydrogenase subunit 1	Energy production and conversion 	METABOLISM
44285	44285	KOG4771	Nucleolar protein (NOP16) involved in 60S ribosomal subunit biogenesis	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
10054	10054	KOG4775	Uncharacterized protein SFI1 involved in G(2)-M transition	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
10234	10234	KOG4775	Uncharacterized protein SFI1 involved in G(2)-M transition	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
29867	29867	KOG4775	Uncharacterized protein SFI1 involved in G(2)-M transition	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
39753	39753	KOG4776	Uncharacterized conserved protein BCNT	Function unknown 	POORLY CHARACTERIZED
45900	45900	KOG4777	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism 	METABOLISM
137534	137534	KOG4777	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism 	METABOLISM
44787	44787	KOG4779	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
47495	47495	KOG4780	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
6594	6594	KOG4781	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
136017	136017	KOG4793	Three prime repair exonuclease	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
129953	129953	KOG4797	Transcriptional regulator	Transcription 	INFORMATION STORAGE AND PROCESSING
7507	7507	KOG4803	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
150682	150682	KOG4805	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2688	2688	KOG4807	"F-actin binding protein, regulates actin cytoskeletal organization"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
33765	33765	KOG4809	Rab6 GTPase-interacting protein involved in endosome-to-TGN transport	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
37793	37793	KOG4809	Rab6 GTPase-interacting protein involved in endosome-to-TGN transport	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
139280	139280	KOG4813	"Translation initiation factor eIF3, p35 subunit"	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
4864	4864	KOG4817	Unnamed protein	no description	UNDEFINED
40839	40839	KOG4817	Unnamed protein	no description	UNDEFINED
46070	46070	KOG4817	Unnamed protein	no description	UNDEFINED
87029	87029	KOG4817	Unnamed protein	no description	UNDEFINED
120112	120112	KOG4817	Unnamed protein	no description	UNDEFINED
130396	130396	KOG4817	Unnamed protein	no description	UNDEFINED
128067	128067	KOG4821	Predicted Na+-dependent cotransporter	General function prediction only 	POORLY CHARACTERIZED
136676	136676	KOG4821	Predicted Na+-dependent cotransporter	General function prediction only 	POORLY CHARACTERIZED
141527	141527	KOG4824	Apolipoprotein D/Lipocalin	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
136155	136155	KOG4825	"Component of synaptic membrane glycine-, glutamate- and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45190	45190	KOG4827	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
141715	141715	KOG4828	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
114145	114145	KOG4829	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
35586	35586	KOG4831	Unnamed protein	no description	UNDEFINED
2440	2440	KOG4832	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45163	45163	KOG4835	DNA-binding protein C1D involved in regulation of double-strand break repair	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
79519	79519	KOG4836	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
84074	84074	KOG4838	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
140170	140170	KOG4840	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
45886	45886	KOG0001	Ubiquitin and ubiquitin-like proteins	General function prediction only 	POORLY CHARACTERIZED
49536	49536	KOG0001	Ubiquitin and ubiquitin-like proteins	General function prediction only 	POORLY CHARACTERIZED
64454	64454	KOG0001	Ubiquitin and ubiquitin-like proteins	General function prediction only 	POORLY CHARACTERIZED
70657	70657	KOG0001	Ubiquitin and ubiquitin-like proteins	General function prediction only 	POORLY CHARACTERIZED
100935	100935	KOG0001	Ubiquitin and ubiquitin-like proteins	General function prediction only 	POORLY CHARACTERIZED
11699	11699	KOG4842	Protein involved in sister chromatid separation and/or segregation	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
72493	72493	KOG4845	"NADH dehydrogenase, subunit 4"	Energy production and conversion 	METABOLISM
45886	45886	KOG0001	Ubiquitin and ubiquitin-like proteins	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
49536	49536	KOG0001	Ubiquitin and ubiquitin-like proteins	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
64454	64454	KOG0001	Ubiquitin and ubiquitin-like proteins	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
70657	70657	KOG0001	Ubiquitin and ubiquitin-like proteins	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
100935	100935	KOG0001	Ubiquitin and ubiquitin-like proteins	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
43388	43388	KOG1991	Nuclear transport receptor RANBP7/RANBP8 (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
138013	138013	KOG1992	Nuclear export receptor CSE1/CAS (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
138013	138013	KOG1992	Nuclear export receptor CSE1/CAS (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
35850	35850	KOG1993	Nuclear transport receptor KAP120 (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
35850	35850	KOG1993	Nuclear transport receptor KAP120 (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
142693	142693	KOG2019	Metalloendoprotease HMP1 (insulinase superfamily)	General function prediction only 	POORLY CHARACTERIZED
142693	142693	KOG2019	Metalloendoprotease HMP1 (insulinase superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
7713	7713	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
46995	46995	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
128296	128296	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
7713	7713	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
46995	46995	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
128296	128296	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
129547	129547	KOG2021	Nuclear mRNA export factor receptor LOS1/Exportin-t (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
129547	129547	KOG2021	Nuclear mRNA export factor receptor LOS1/Exportin-t (importin beta superfamily)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
129547	129547	KOG2021	Nuclear mRNA export factor receptor LOS1/Exportin-t (importin beta superfamily)	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
